Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
CSF1	22.11	21.82	14.63	22.99	21.94	32.27	235.56	24.18	159.73	39.12	21.72	24.49	24.57	687.88	35.29	23.12	112.58	93.53	28.22	61.84	73.59	22.53
CSF2	24.25	18.24	43.37	24.42	40.95	25.87	1283.45	22.76	16.26	62.27	47.28	741.31	27.09	28.53	18.82	16.29	34.06	38.03	29.74	1722.89	20.96	19.6
CSF3R	99.77	29.61	22.73	24.39	107.07	36.17	25.66	38.93	85.44	338.84	115.64	45.23	2331.95	214.34	860.34	737.86	92.48	67.25	186.1	212.26	248.4	9175.36
CST7	29.71	21.33	14.02	5181.6	197.85	1470.06	746.27	322.06	1323.23	12102.64	11514.68	10179.78	63.67	254.88	186.81	292.56	1490.44	4059.44	2285.36	2487.6	616.21	2347.73
CTLA4	19.39	12.05	12.4	19.09	282.31	606.1	1865.8	2019.94	4077.45	22.98	11.01	18.71	18.62	14.32	8.58	18.04	16.48	12.49	18.08	14.8	62.02	38.69
CTSG	247.77	204.7	205.38	113.4	134.5	81.24	73.69	38.09	224.97	156.87	309.08	105.31	88.13	65.32	88.66	141.07	69.98	42	5638.07	5475.91	137.18	185.01
CTSW	16.66	14.11	16.32	4894.22	487.07	963.28	23.09	14.64	12.83	4144	6980.78	10811.41	16.94	15.95	13.08	26.76	16.24	15.87	119.47	272.47	41.79	20.49
CXCL10	761.39	395.64	246.24	157.23	120.5	152.98	529.51	127.92	256.62	488.55	201.11	1510.91	500.93	163.2	31273.68	278.34	163.72	11302.39	112.81	313.92	332.72	486.97
CXCL11	90.26	71.79	44.79	22.77	6.63	14.33	52.01	23.49	42.51	42.35	28.54	183.31	38.42	16.91	9059.84	29.36	21.12	3956.5	27.85	33.77	33.87	74.22
CXCL13	50.18	22.77	17.25	22.36	6.02	8.96	280.53	9578.94	13.5	7.58	10.03	16.13	10.32	11.75	627.93	16.76	12.71	20.93	25.71	10.95	11.11	29.79
CXCL3	73.07	28.31	56.45	26.71	17.02	30.03	26.84	27.7	136.62	45.91	17.38	30.22	175.88	1496.82	271.25	233.33	81.04	157.02	149.96	7936.43	44	75.77
CXCL5	94.16	83.05	43.37	18.42	7.76	41.22	24.94	18.94	73.86	78.89	25.08	29.07	32.93	5315.27	91.98	46.38	37.39	387.4	49.57	621.75	29.26	69.61
CXCL9	597.58	438.21	268.4	125.84	77.46	151.5	259.46	143.58	159.22	220.91	186.92	590.36	265.08	168.5	38944.02	199.44	179.98	2918.82	123.56	99.76	193.92	403.05
CXCR1	260.58	187.06	146.68	214.68	320.96	253.82	76.35	71.49	216.89	691.73	515.92	417.19	82.78	72.01	61.27	53.22	65.53	64.12	263.79	267.97	239.48	5613.08
CXCR2	26.76	12.65	20.85	73.62	5.11	20.88	7.64	11.16	62.58	341.36	963.17	280	408.35	115.55	174.12	64.08	176.84	48.43	126.09	56.93	442.76	17610.41
CXCR5	368.78	298.69	10.15	32.71	29.79	181.82	207.13	2508.08	32.49	31.94	16.03	15.13	14.61	17.36	212.28	14.43	17.54	26.91	13.73	18.89	55.86	19.29
CXCR6	143.97	137.92	129.42	239.58	92.28	190.12	1140.29	187.52	914.31	1037.8	175.29	139.15	89.88	60.5	68.56	56.08	61.55	93.76	58.17	53.15	86.73	166.6
CXorf57	39.27	19.44	10.63	102.17	236.76	111.24	152.51	14.24	12.5	284.27	54.61	77.39	8.02	11.3	6.69	10.45	7.43	5.42	7.4	6.6	73.87	12.16
CYP27A1	28.17	29.93	40.81	35.12	57.08	18.92	20.99	60.3	55.9	88.2	36.92	30.41	761.6	9212.24	72.62	75.71	807.58	1970.12	731.43	853	71.58	52.97
CYP27B1	839.57	393.12	544.74	123.39	89.22	112.61	253.1	62.72	451.16	198.92	95.81	117.91	96.65	1182.19	6662.56	145.7	203.45	2253.08	88.74	231.54	179.38	291.09
DACH1	8.11	6.61	7.02	6.07	26.65	6.33	3.99	4.93	16.75	14.25	34.42	18.56	63.04	7.18	4.27	8.23	5.42	6.02	30.55	11.7	232.94	80.62
DAPK2	50.49	52.66	24.63	36.78	35.94	53.09	21.07	20.2	71.83	55.81	75.19	65.98	50.37	36.3	35.15	76.66	50.65	57.83	260.26	126.57	1104.77	494.76
DCSTAMP	38.7	19.46	134.08	45.95	33.84	19.29	61.87	68.53	60.5	77.67	39.23	85.32	100.4	3167.9	171.56	278.81	919.95	632.48	126.02	250.47	145.25	90.66
DEFA4	364.83	262.81	213.24	580.41	61.91	252.19	165.64	89.9	42.81	290.23	3153.5	224.78	108.49	59.81	76.12	88.38	79.53	104.17	246.91	174.09	885.32	453.71
DENND5B	47.96	82.5	338.59	4.94	5.35	6.17	8.64	2.14	35.5	5.93	28.76	4.93	5.02	14.59	7.81	36.72	12.88	28.45	6.11	12.89	9.44	11.07
DEPDC5	23	33.45	30.01	42.11	192.02	41.85	38.53	136.49	91.69	53.65	74.53	143.26	40.18	96.62	168.28	190.19	106.05	38.18	110.33	32.02	572.55	27.34
DGKA	426.97	460.01	200.62	2223.02	3066.25	2690.02	845.85	3860.54	2953.65	550.27	393.43	301.11	300.95	170.09	169.02	215.9	198.33	236.27	148.51	129.29	429.6	314.18
DHRS11	53.99	69.55	70.17	88.62	123.95	27.72	149.37	72.38	59.33	34.77	61.62	85.55	46.96	266.5	18.6	242.69	1090.34	299.29	69.87	69.6	27.38	54.33
DHX58	13.86	16.88	12.84	67.98	298.29	31	14.48	86.57	85.15	19.02	126.71	29.65	66.43	21.96	1394.31	233.58	34.01	1538.1	27.39	21.85	18.06	20.1
DPEP2	695.46	459.37	11.18	469.03	1220.28	631.28	9.03	327.61	341.72	496.45	636.07	22.16	1471.48	116.27	16.22	2410.19	502.91	37.7	158.06	131.44	4131.56	4347.72
DPP4	19.45	16.57	15.78	686.99	689.95	1042.23	892.32	22.53	866.6	383.71	43.07	391.96	19.66	17.53	175.7	32.81	11.8	138.21	68.77	25.77	18.57	19.58
DSC1	82.26	48.03	44.79	408.66	788.02	15.6	10.22	7.63	23.33	82.6	21.22	23.82	18.85	14.94	11.67	6.71	45.6	14.71	34.51	35.71	71.07	42.13
DUSP2	13.3	139.27	32.34	4083.94	318.02	2005.43	2312.35	2300.26	319.74	4596.06	494.21	307.92	404.9	490.42	567.66	261.49	292.32	536.69	39.9	758.67	1013.32	88.77
EAF2	3181.18	2020.34	4989.76	219.02	240.99	138.14	265.18	197.16	208.08	181.16	198.02	184.1	683.96	281.01	284.13	281.42	230.82	468.07	401.73	399.88	742.53	240.85
EBI3	10.5	16.94	8.9	12.21	15.06	11.53	119.1	11.63	164.02	8.37	10.01	16.86	12.49	13.19	20437.69	311.21	16.82	6496.24	8.96	134.97	9.5	11.63
EFNA5	5.43	9.12	8.93	12.03	116.92	24.3	13.96	76.66	240.34	77.73	29.85	43.8	16.87	14.68	64.27	56.81	19.85	35.53	59.94	12.07	81.94	38.59
EGR2	122.34	98.24	54.47	35.4	35.24	36.24	2100.11	1667.33	131.12	151.24	155.24	1331.91	466.59	3919.37	23.09	2175.76	4531.29	1121.59	293.46	1906.73	1430.72	198.08
ELANE	11.05	8.91	9.33	103.49	12.73	12.44	6.91	9.86	16.2	18.5	734.3	167.92	28.96	15.09	103.35	206.32	12.69	13.02	4503.04	4464.67	119.94	31.88
EMR1	499.01	383.06	194.39	195.9	428.06	312.81	400.22	182.94	335.84	447.97	348.08	188.52	1815.51	203.31	3528.21	404.39	178.68	237.42	287.38	248.17	16330.71	1253.61
EMR2	145.98	106.05	67.17	43.06	56.19	83.26	72.54	21.25	96.27	165.1	174.23	87.44	1319.42	1045.04	1516.79	363.82	863	357.6	829.24	1558.48	3871.76	3956.25
EMR3	55.17	124.34	135.33	104.17	89.37	63.2	89.54	139.76	112.6	136.76	63.87	64.88	379.62	38.88	13.54	5.69	17.83	19.32	185.98	322.17	4792.73	3015.99
EPB41	21.98	67.01	15.21	235.34	12.29	385.63	240.81	89.94	45.48	9.64	104.95	97.8	25.1	51.92	7.17	25.56	17.91	73.21	9.71	7.16	104.63	16.47
EPHA1	47.03	46.77	52.03	400.05	763.4	292.88	35.77	57.88	43.93	61.83	155.78	99.21	63.8	58.12	45.62	38.9	60.85	58.65	39.16	38.69	56.74	71.42
EPN2	46.91	42.22	109.43	31.51	64.62	96.2	50.12	55.41	17.85	62.36	31.98	27.98	32.44	32.22	30.74	22.48	59.14	31.57	43.97	70.26	554.81	51.26
ETS1	988.87	792.25	410.32	613.49	287.83	1902.19	1261.52	701.54	1031.18	99.67	759.72	696.27	85.67	96.63	130.12	75.4	120.62	115.7	147.13	156.3	230.76	243.61
ETV3	37.99	36.85	103.1	49.08	20.65	455.21	21.48	32.16	21.62	14.31	33.21	38.01	40.96	24.47	90.34	33.77	40.53	2091.7	17.83	22.5	60.82	40.76
FAIM3	11191.41	8362.29	254.09	5723.98	8841	5134.62	1145.36	7380.97	4680.73	1866.75	2548.9	478.42	117.87	315.02	53.7	157.41	147.28	49.08	58.68	45.15	488.45	735.04
FAM124B	21.67	15.41	18.92	14.05	17.18	20.5	16.27	16.07	13.18	10.76	20.03	18.19	29.16	19.33	9.13	22.79	16.62	11.26	473.09	126.88	96.55	19.73
FAM174B	117.72	92.47	82.29	94.17	137.02	104.09	92.91	163.12	160.62	69.87	40.34	37.78	39.85	53.41	57.85	68.6	42.8	40.87	866.81	390.25	73.79	103.01
FAM198B	9.8	16.44	9.14	4.53	30.53	8.45	5.6	13.63	20.58	54.28	23.76	10.27	515.25	519.51	36.64	398.23	563.73	45.53	34.91	48.36	58.16	8.88
FAM212B	49.97	48.45	115.15	23.01	12.56	25.24	70.72	17.6	98.45	31.96	13.79	20.48	95.87	44.39	15.82	15.45	19.31	12.5	52.83	87.81	113.71	569.93
FAM65B	4719.7	5267.74	237.59	3376.09	4454.49	2808.16	256.54	665.21	910.89	2376.66	1586.72	696.53	2428.86	92.83	193.03	86.88	136.21	126.29	187.47	170.82	2755.05	8329.2
FASLG	342.84	274.61	188.94	169.22	144.08	140.85	478.99	126.74	171.5	600.26	1537.72	2218.05	108.38	101.15	80.51	85.78	70.65	101.07	128.36	147.27	115.71	250.19
FBXL8	7.71	3.52	15.06	91.19	53.47	313.06	66.29	53.28	99.56	47.43	12.81	32.61	43.11	14.5	148.23	114.73	67.36	55.65	7.77	6.32	4.6	8.58
FCER1A	106.14	81	88.82	111.3	70.33	129.67	64.12	29.85	73.23	286.9	168.92	98.19	622.21	45.66	56.55	801.89	2215.37	88.29	4443.12	4222.61	2525.84	106.9
FCER2	990.31	210.19	26.37	8.63	19.38	10.15	17.85	10.38	30.97	9.77	12.55	13.37	12.67	212.75	10.53	352.93	1104.17	98.26	13.54	16.26	31.53	11.25
FCGR2B	3389.86	4533.91	2656.04	65.97	8.26	30.7	59.92	108.56	127.11	121.01	119.95	181.48	287.64	991.97	311.31	1548.94	1529.23	137.2	626.96	1610.4	645.93	1302.13
FCGR3B	434.69	191.94	121.11	178.2	61.47	133.74	106.5	64.12	203.85	446.25	494.76	369.66	402.45	256.32	154.08	155.67	158.62	125.1	290.47	123.61	321.05	27546.97
FCN1	160.55	92.91	109.93	130.08	144.59	98.72	63.37	116.6	122.27	5094.71	465.23	121.81	29800.42	1401.08	306.83	593.1	121.72	120.96	483.48	562.68	168.36	5370.36
FCRL2	4384.74	3466.95	714.64	73.72	34.17	55.78	79.24	46.91	24.53	157.28	54.33	49.01	47.66	36.19	30.95	17.76	61.15	38.41	42.55	30.87	82.34	116.18
FES	8.54	8.68	10.34	9.52	8.03	6.02	7.84	7.26	8.5	97.1	211.84	258.84	826.54	41.66	20.94	982.2	345.42	10.72	121.96	76.9	389.55	534.58
FFAR2	12.84	15.54	20.16	11.78	11.93	15.89	16.94	14.98	28.27	24.46	73.97	13.44	101.06	31.01	454.55	87.82	17.74	16.52	76.34	89.37	1048.09	4025.76
FLJ13197	129.51	51.64	16.11	167.32	260.39	110.12	19.89	41.76	30.51	30.26	147.07	36.95	15.25	7.58	15.2	10.89	10.09	8.55	22.4	16.54	76.46	11.66
FLT3LG	26.23	56.34	33.24	1267.03	2489.21	1471.27	234.49	309.77	644.61	222.02	226.78	367.4	69.28	18.86	18.19	60.37	18.33	62.75	22.88	47.49	156.4	26.36
FLVCR2	69.18	86.59	45.35	83.37	90.15	145.87	242.02	256.92	217.18	144.81	140.25	88.34	566.97	1142.35	1989.42	951.22	2317.02	1056.89	266.92	198.76	75.81	108.46
FOSB	200.01	243.41	2911.32	41.65	401.56	59.71	32.16	5833.25	24.99	37.54	32.23	31.75	3422.45	29.34	23.17	22.5	28.83	45.83	92.83	644.56	7325.61	80.15
FOXP3	135.98	93.54	41.25	65.15	129.51	190.19	478.81	146.84	2001.92	103.97	31.99	56.58	76.15	62.17	171.73	63.79	63.28	64.03	69.5	23.27	140.8	164.67
FPR1	361.32	387.26	343.92	210.2	161.98	240.31	161.24	248.21	222.46	911.95	397.26	303.37	9800.63	880.92	801.89	408.54	281.07	222.4	660.86	717	3809.53	27644.59
FPR2	227.45	162.92	101.11	54.92	60.78	57.01	24.32	56.45	97.93	168.84	88.16	69.04	964.24	182.32	274.94	95.44	62.8	48.6	195.17	344.42	150.79	3797.4
FPR3	325.67	243.66	84.16	105.81	97.3	116.6	99.99	128.48	153.05	196.94	112.66	94.7	203.42	3004.45	608.27	2357.54	5751.15	4194.21	200.08	328.05	211.11	277.41
FRK	138.3	125.36	59.6	26.39	11.25	5.64	6.17	3.21	6.59	57.57	3.66	6.69	7.43	10.88	3.76	3.13	13.42	18.06	2.43	5.78	6.42	61.17
FRMD4A	57.82	73.56	17.18	49.32	24.04	71.89	48.33	211.25	38.99	23.15	46.14	43.22	52.74	161.86	256.17	1094.1	229.18	57.28	43.96	57.91	76.09	21.62
FRMD8	197.37	150.74	80.2	28.97	14.61	141.12	249.3	228.19	1019.52	70.75	249.18	162.81	247.25	125.82	271.95	170.77	241.43	290.69	31.15	134.49	132.15	172.26
FZD2	40.2	10.77	25.2	13.87	23.75	6.48	10.9	9.46	14.55	68.18	21.52	11.61	455.29	98.02	409.56	777.42	831.75	236.35	210.02	171.53	40.47	16.4
FZD3	121.57	138.35	181.16	50.27	96.62	39.04	136.54	449.18	63.61	59.01	29.44	38.83	39.71	31.34	32.63	195.35	77.88	24.31	58.85	68.24	28	73.01
GAL3ST4	69.55	72.93	48.68	335.59	942.32	238.01	123.38	256.27	169.49	50.31	35.66	36.42	44.1	84.22	40.45	141.07	141.23	57.36	198.81	98.8	310.53	77.37
GALR1	2.66	4.35	5.9	3.91	41.02	6.21	3.85	6.99	4.84	18.64	4.23	3.7	4.18	2.44	4.9	8.97	2.49	3.48	4.22	18.25	15.44	6.07
GFI1	27.64	25.2	40.29	293.64	48.08	132.97	700.66	561.18	587.51	337.37	508.78	394.32	19.38	29.03	24.67	26.61	34.31	53.27	1114.64	628.84	40.28	41.44
GGT5	11.5	9.1	16.63	13	24.54	9.26	11.58	10.14	6.91	14.8	16.95	13.68	11.13	10.6	290.22	407.79	21.97	12.63	15.15	52.38	99.7	16.79
GIPR	8.25	8.7	5.57	10.91	20.29	5.2	9.25	30.91	32.75	67.58	13.45	11.73	8.51	7.25	31.73	23.65	8.59	11.27	17.06	25.51	110.91	10.05
GNG7	768.01	1494.31	2218.05	133.55	99.42	104.26	75.97	63.65	214.28	51.82	60.45	53.09	112.45	82.41	94.49	243.49	187.51	70.79	170.25	115.35	197.77	455.41
GNLY	9.02	14.52	19.25	3732.54	134.92	1198.38	233.42	12.66	24.37	8201.57	21760.6	23235.35	19.95	16.58	20.41	15.74	22.37	21.45	26.17	18.37	24.53	118.26
GPC4	126.69	73.41	105.52	43.02	59.4	77.96	53.76	60.06	60.96	92.1	77.49	42.58	56.14	1153.72	129.32	145.87	161.26	86.47	72.23	79.65	31.55	111.27
GPR1	3.13	4.8	2.49	1.56	44.36	1.24	0.45	17.15	52.08	15	17.25	1.86	5.25	1.06	0.97	0.45	1.03	2.98	37.48	12.28	1.87	4.06
GPR171	33.51	22.98	13.87	924.37	899.28	969.24	2693.56	227.86	6933.01	4853.06	443.08	1041.13	14.68	12.07	25.52	54.79	19.23	560.4	84.12	46.42	1086.27	30.67
GPR18	3056.84	1822.01	15.29	1037.07	1241.79	678.26	431.41	1521.53	215.75	840.84	1204.17	2025.83	109.67	23.12	51.61	54.63	21.83	33.95	52.3	39.9	266	156.31
GPR183	275.83	2308.15	296.61	630.53	854.08	3012.77	2265.1	965.21	454.37	475.94	216.24	201.6	196.98	437.17	1631.8	2474.43	437.85	1945.43	303.56	795.55	5121.17	144.07
GPR19	27.03	36.08	78.07	40.61	73.33	71.86	373.06	336.97	397.86	29.77	42.35	65.66	19.81	19.67	10.56	11	19.86	14.75	17.36	16.01	237.97	49.99
GPR25	4.29	29.43	141.07	28.72	10.78	138.19	12.75	21.83	41.74	10.93	11.17	21.44	14.05	8.49	27.36	14.42	11.76	4.7	22.82	15.84	18.26	16.91
GPR65	507.57	490.27	162.81	1518.57	572.31	1499.93	850.21	252.28	608.45	2511.23	2138.33	2137.24	1473.16	702.03	263.75	993.55	607.49	155.08	1700.98	1507.87	8034.4	2530.2
GPR97	154.41	141.43	207.65	104.94	57.15	138.46	94.41	39.81	136.01	96.94	295.16	418.12	71.26	98.37	137.55	92.19	119.26	138.67	261.46	460.88	4581.7	2246.98
GRAP2	12.63	15	11.63	280.92	318.91	269.22	151.96	201.27	189.81	166.77	200.76	307.26	11.83	9.44	15.99	20.13	7.97	10.12	234.89	140.13	13.68	10.86
GSTT1	6.96	12.49	12.11	18.64	43.1	14.99	14.1	83.68	24.67	14.73	15.93	15.77	17.31	51.04	82.53	520.57	634.23	64.66	349.37	391.85	40.41	23
GUSBP11	8048.07	10388.03	30254.07	521.34	587.57	151.27	9.07	447.76	268.27	15.07	311.65	98.44	43.52	6.4	14.61	286.72	9.05	9.61	51.75	22.89	371.58	277.76
GYPE	38.72	61.4	35.67	26.88	8.01	3.7	4.83	6.91	75.99	61.89	15.91	24.75	6.63	7.19	7.07	13.09	5.37	8.39	9.24	3.75	8.02	14.24
GZMA	204.96	217.19	91.85	6301.84	440.95	4034.52	1173.96	130.74	318.19	14188.1	13660.48	22380.29	132.04	95.38	109.71	68.04	93.29	128.7	50.07	68.27	150.59	334.87
GZMB	102.26	68.32	62.72	2080.7	85.36	58.92	21960.8	64.04	53.65	6018.58	15276.85	23235.35	61.72	136.87	159.3	111.03	30.68	82.18	947.08	5600.55	226.97	154.33
GZMH	21.36	33.96	41.25	8555.82	198.93	630.77	896.71	26.3	79.31	10428.45	11889.01	7419.83	36.9	24.82	15.89	14.88	17.76	26.35	17.98	19.61	52.48	41.86
GZMK	184.04	278.18	100.81	8814.39	1423.66	3724.33	187.72	119.85	51.85	15903.7	1967.19	233.67	67.14	69.54	107.07	24.67	79.46	81.99	38.2	76.14	151.25	421.21
GZMM	6.31	16.46	12.31	1048.99	1215.53	884.01	529.13	1030.22	644.04	893.78	3771.29	2616.39	13.21	17.5	29.38	10.33	10.31	20.75	10.51	32	137.53	65.83
HAL	380.23	308.5	108.91	84.18	61.6	75.48	78.63	548.12	79.74	191.5	99.6	96.12	877.18	102.78	90.96	76.24	74.78	54.12	130.32	91.46	192.07	3105.1
HCK	273.57	489.34	130.58	106.46	107.29	80.32	81.8	43.77	75.09	737.41	391.7	184.17	7368	3576.18	8146.59	4811.76	4370.59	3772.37	616.14	834.93	3730.86	7443.16
HDC	147.97	177.85	310.12	123.86	18.24	118.96	82.71	23.22	91.91	90.33	200.35	150.81	129.55	114.26	200.98	172.29	149.37	109.82	9299.38	9389.5	1119.9	150.61
HESX1	6.87	5.81	9.07	7.05	8.17	5.97	7.37	8.37	37.85	7.64	8.44	9.2	8.37	7.29	2324.3	100.31	12.06	1074.5	6.47	11.37	10.4	7.28
HHEX	4489.49	2773.84	93.43	139.04	83.41	105.02	88.62	78.89	55.91	263.62	245.89	202.85	1914.14	489.31	66.51	566.32	929.3	94.44	1317.4	636.74	999.37	946.26
HIC1	5.09	4.09	6.8	8.16	18.8	5.97	7.06	6.63	88.09	11.45	15.68	41.82	7.02	6.43	12.58	6.22	7.59	12.16	8.94	8.05	12.83	7.48
HIST1H2AE	35.27	21.82	277.72	29.91	30.35	45.65	11.25	110.49	64.89	15.85	14.85	6.2	8.28	6.63	6.33	9.27	17.9	41.34	16.94	29.36	79.29	22.12
HIST1H2BG	17.44	42.3	689.65	78.32	138.88	190.05	52.48	182.15	117.01	72.05	68.38	11.21	23.39	11.49	10.14	8.74	38.37	137.83	49.45	29.78	62.63	45.19
HK3	12.94	9.45	13.3	21.81	25.37	12.82	21.89	15.37	19.81	140.7	222.51	32.41	3103.14	3713.56	31.98	159.12	1093.67	294.17	37.91	234.23	1199.69	1255.81
HLA-DOB	6607.33	4832.78	4287.54	212.28	54.34	47.96	44	118.27	117.05	44.16	230.42	188.32	102.18	49.67	1573.19	41.58	37.28	2006.95	63.5	48.72	227.84	96.89
HLA-DQA1	942.77	1379.12	161.72	173.41	122.69	106.93	167.07	89.18	621.25	356.73	219.21	214.93	275.35	874.23	4169.72	5225.87	7712.25	6417.32	190.29	390.01	68.23	218.21
HMGB3P30	30.97	30.89	36.51	42.8	3.55	52.32	40.81	5.82	359.74	101.61	38.72	62.15	27.2	39.39	55.1	37.55	46.97	53.61	36.03	16.65	69.9	76.91
HNMT	61.74	55.48	28.55	19.62	10.97	11.07	31.71	8.99	24.6	79.57	26.91	13.58	815.43	774.93	161.3	948.84	636.17	279.11	131.76	122.49	25.91	29.96
HOXA1	12.91	10.23	9.66	12.86	13.26	6.92	11.05	18.89	11.4	14.52	11.77	9.61	10.69	12.92	6.87	9.89	11.53	8.31	760.29	450.39	8.71	17.62
HPGDS	203.79	224.55	125.95	83.72	88.14	182.15	92.79	56.71	219.69	118.98	177.68	148.34	36.75	239.78	64.88	138.67	195.44	125.12	21760.6	17743.46	256.52	219.13
HPSE	30.8	29.58	32.75	55.35	132.33	207.26	494.25	234.92	157.55	302.93	29.97	54.89	1285.83	61.94	841.09	894.53	27.69	30.84	164.7	103.9	39.28	973.4
HRH1	206.54	165.46	161.48	75.97	26.48	101.15	284.82	78.29	108.96	212.43	54.08	42.47	72.17	217.66	145.28	2195.07	202.53	128.27	119.11	116.67	81.42	227.87
HSPA6	70.65	148.29	17.75	106.72	89.65	21.31	20.35	259.19	358.15	78.7	184.84	284.03	641.21	22.41	139.86	207.5	65.31	20.58	69.23	129.02	727.07	3303.08
HTR2B	6.17	13.11	26.41	22.71	11.31	5.82	4.61	9.32	26.44	77.04	30.97	6.96	13.85	6.9	31.87	216.05	19.65	382.92	52.69	4.89	8.28	7.45
ICA1	191.41	115.33	209.39	134.25	149.65	289.27	160.78	2419.17	216.27	194.64	133.72	135.28	183.26	198.86	192.89	157.92	204	190.57	218.85	198.99	165.69	309.38
ICOS	6.46	8.41	6.15	194.19	1018.14	786.6	1804.93	7744.02	738.97	36.42	12.55	22.53	5.36	4.49	18.59	5.07	6.7	6.16	5.2	5.26	14	6.2
IDO1	241.07	312.45	345.56	241.33	192.09	248.91	201.74	241.49	91.28	183.59	667.2	671.63	269.47	338.9	26473.42	91.37	131.57	20536.86	207.89	164.85	1389.42	527.41
IFI44L	24.57	37.31	52.99	84.26	147.44	127.39	18.32	132.63	3323.9	492.79	302.4	311.31	307.85	12.59	6016.73	984.73	11.03	4019.78	81.34	95.99	165.21	74.98
IFNA10	63.51	158.42	31.21	12.57	14.26	14	9.37	15.27	155.24	10.46	8.57	13.16	13.1	10.55	8.49	8	21.86	8.55	31.32	22.45	11.35	20.78
IFNG	233.25	168.08	137.39	249.08	107.33	142.18	6344.88	208.34	174.27	269.39	247.35	3575.24	108.15	105.05	96.36	71.15	75.84	92.79	109.18	70.32	157.02	187.16
IGHD	10811.41	2526.48	21173.53	62.35	125.47	26.14	21.2	135.57	28.37	27.11	32.58	21.69	50.43	44.7	97.73	106.4	78.43	56.64	32.6	30.04	257.51	79.26
IGHE	18.17	73.92	4949.62	15.63	46.82	54.28	23.04	51.75	18.58	28.08	19.37	15.53	25.29	23.51	11.93	16.1	36.24	14.95	67.39	25.53	62.79	45.89
IGHM	21960.8	14250.21	31273.68	361.74	46.94	156.94	260.58	2116.01	593.86	226.08	162.31	134.86	127.04	32.11	32.68	26.52	44.42	41.26	70.03	41.65	834	98.13
IGKC	27164.52	30254.07	36524.44	3097.47	489.18	40.36	67.89	329.6	351.68	2059.74	324.36	121.61	318.07	78.08	235.95	170.84	64.19	223.33	100.71	162.92	1108.47	120
IGLL3P	6633.54	8962.42	42851.28	217.47	18.01	41.52	96.41	50.27	551.7	36.19	33.45	62.79	70.04	45.94	157.76	102.13	159.03	142.3	37.37	56.06	80.28	83.43
IGSF6	46.07	70.4	65.02	27.1	40.18	48.71	35.64	27.94	56.76	137.8	100.29	74.41	2662.14	6076.58	295.07	1626.55	3679.74	1231.56	156.33	366.64	246.69	4222.73
IL12B	105.28	89.6	56.97	41.94	28.45	59.26	77.92	42.1	43.48	84.12	85.58	56.9	42.43	43.56	513.08	18.65	73.48	2407.55	38.08	72.41	68.62	127.55
IL12RB2	13.44	18.34	13.07	95.12	33.86	106.89	726.45	117.53	219.44	386.71	594.05	1531.02	20.5	19.79	14.53	43.65	14.03	10.65	39.55	31.27	11.69	14.17
IL17A	24.11	31.67	13.2	7.02	6.55	6.56	294.03	69.22	11.19	18.33	9.51	8.09	7.93	7.62	11.84	5.8	7.65	8.56	12.07	20.2	8.06	39.55
IL18R1	32.75	56.22	34.9	197.57	73.22	243.85	400.36	119.24	512.49	1022.47	829.45	1084.44	19.5	19.54	7.98	32.56	22.94	21.81	1442.75	2220.3	1494.97	516.09
IL18RAP	63.17	45.39	22.92	541.61	83.76	275.23	367.96	101.48	113.07	4488.26	6172.26	5732.17	92.02	93.75	24.98	38.64	88.08	89.1	239.27	362.48	1797.7	2653.49
IL1A	207.81	114.03	101.48	65.82	98.02	89.41	147.65	52.93	47.71	104	81.8	75.93	61.11	627.61	90.02	27.05	107.47	387.97	140.51	2906.37	2009.8	204.89
IL1B	508.14	364.92	198.79	144.22	136.96	251.1	200.42	204.29	284.09	352.16	250.04	241.59	1257.18	1273.46	675.12	291.82	437.07	2781.9	3282.43	17770.61	1137.89	3099.35
IL1RL1	161.24	100.37	109.84	34.56	19.32	70.13	95.88	69	60.41	98.28	65.35	125.08	37.42	98.09	93.26	76.12	100.32	44.28	730.48	1305.54	971.17	102.91
IL21	346.04	299.77	161.72	59.42	21.34	81.58	333.19	1466.93	42.06	88	38.68	68.04	103.57	83.59	59.64	42.67	78.12	62.52	96.13	60.02	93.39	201.1
IL26	6.12	7.62	26.27	7.41	7.9	9.53	273.57	116.6	20.82	10.74	7.69	5.14	3.42	2.49	4.33	4.37	4.36	4.53	3.03	38.02	4.78	4.56
IL2RA	151.27	216.02	79.81	85.82	87.16	360.45	4978.13	184.44	3823.56	31.18	42.04	628.16	25.41	33.99	3963.77	146.46	44.95	2221.9	193.26	310.01	133.81	31.22
IL2RB	2118.46	1945.52	848.69	4000.22	818.79	2988.61	7562.49	7279.25	12662.48	10958.77	18026.39	19190.62	321.96	294.55	221.98	172.97	246.88	366.14	341.97	442.6	381.19	1044.85
IL3	20.13	12.59	13.81	9.16	9.49	8.6	1689.6	15.87	37.29	5.98	13.59	28.81	11.53	9.76	10.05	7.31	9.89	12.94	8.37	411.28	112.54	12.25
